LINE_ID,ID,DIST,DIST_SURF,X,Y,Z
"0","239",0.2035564720,56.1416606830,-73.8590706190,8.8807165386,26.0000000000
"0","240",0.2043666351,56.1424708460,-73.8584965100,8.8801449067,26.0000000000
"0","241",0.2047320246,60.1424708630,-73.8583325750,8.8798183568,30.0000000000
"0","242",0.2055031594,63.1424709620,-73.8579226450,8.8791652058,27.0000000000
"0","243",0.2057985451,63.1427663480,-73.8576765510,8.8790018337,27.0000000000
"0","244",0.2061639344,63.1431317370,-73.8575126190,8.8786752826,27.0000000000
"0","245",0.2065111466,63.1434789490,-73.8572665740,8.8784302968,27.0000000000
"0","246",0.2068059083,63.1437737110,-73.8571025930,8.8781853586,27.0000000000
"0","247",0.2071012923,63.1440690950,-73.8568565010,8.8780219865,27.0000000000
"0","248",0.2074666834,63.1444344860,-73.8566925680,8.8776954338,27.0000000000
"0","249",0.2077614439,63.1447292470,-73.8565285890,8.8774504957,27.0000000000
"0","250",0.2081709509,63.1451387530,-73.8562004820,8.8772054618,27.0000000000
"0","251",0.2085363400,63.1455041430,-73.8560365520,8.8768789099,27.0000000000
"0","252",0.2088835521,63.1458513550,-73.8557905090,8.8766339217,27.0000000000
"0","253",0.2092924284,63.1462602310,-73.8555445170,8.8763073217,27.0000000000
"0","254",0.2097019346,63.1466697370,-73.8552164120,8.8760622858,27.0000000000
"0","255",0.2101108129,63.1470786150,-73.8549704190,8.8757356839,27.0000000000
"0","256",0.2104061964,63.1473739990,-73.8547243290,8.8755723098,27.0000000000
"0","257",0.2114042203,66.1473741650,-73.8541503830,8.8747558307,30.0000000000
"0","258",0.2124458506,66.1484157950,-73.8534122640,8.8740208656,30.0000000000
"0","259",0.2128547269,66.1488246720,-73.8531662750,8.8736942629,30.0000000000
"0","260",0.2132019363,66.1491718810,-73.8529202370,8.8734492738,30.0000000000
"0","261",0.2135491450,66.1495190900,-73.8526741990,8.8732042856,30.0000000000
"0","262",0.2138445270,66.1498144720,-73.8524281120,8.8730409095,30.0000000000
"0","263",0.2141917360,66.1501616810,-73.8521820740,8.8727959209,30.0000000000
"0","264",0.2146006124,66.1505705570,-73.8519360860,8.8724693177,30.0000000000
"0","265",0.2149388534,66.1509087980,-73.8516078880,8.8723875057,30.0000000000
"0","266",0.2152671016,66.1512370460,-73.8512796400,8.8723873067,30.0000000000
"0","267",0.2155624828,66.1515324280,-73.8510335540,8.8722239306,30.0000000000
"0","268",0.2174635122,68.1515333310,-73.8491325250,8.8722227727,32.0000000000
"0","269",0.2183670830,68.1524369020,-73.8484827060,8.8715949387,32.0000000000
"0","270",0.2201106720,74.1524371550,-73.8471195310,8.8705078066,26.0000000000
"0","271",0.2213049494,74.1536314330,-73.8462730930,8.8696652858,26.0000000000
"0","272",0.2221474854,76.1536316100,-73.8455904460,8.8691714639,28.0000000000
"0","273",0.2227810034,76.1542651280,-73.8450340920,8.8688684536,28.0000000000
"0","274",0.2233016921,76.1547858170,-73.8445533950,8.8686683356,28.0000000000
"0","275",0.2235361006,76.1550202250,-73.8443296870,8.8685983208,28.0000000000
"0","276",0.2245428011,76.1560269260,-73.8433433460,8.8683968827,28.0000000000
"0","277",0.2253541262,76.1568382510,-73.8425930280,8.8680882217,28.0000000000
"0","278",0.2260303775,76.1575145020,-73.8420088630,8.8677475359,28.0000000000
"0","279",0.2268333321,77.1575148250,-73.8413993020,8.8672248778,29.0000000000
"0","280",0.2271299973,77.1578114900,-73.8411579780,8.8670523295,29.0000000000
"0","281",0.2274160714,77.1580975640,-73.8409013840,8.8669258467,29.0000000000
"0","282",0.2280849879,77.1587664800,-73.8402765240,8.8666871016,29.0000000000
"0","283",0.2284019700,79.1587665050,-73.8399995290,8.8665329866,27.0000000000
"0","284",0.2293715455,79.1597360810,-73.8392547720,8.8659121695,27.0000000000
"0","285",0.2299349138,79.1602994490,-73.8388649300,8.8655054666,27.0000000000
"0","286",0.2316872607,79.1620517960,-73.8377559690,8.8641486596,27.0000000000
"0","287",0.2322652025,82.1620518520,-73.8373440010,8.8637433217,30.0000000000
"0","288",0.2330708185,82.1628574680,-73.8367142730,8.8632408679,30.0000000000
"0","289",0.2337404353,82.1635270850,-73.8362805760,8.8627306779,30.0000000000
"0","290",0.2344079213,84.1635271960,-73.8359185810,8.8621698776,28.0000000000
"0","291",0.2349235210,84.1640427960,-73.8356838610,8.8617108029,28.0000000000
"0","292",0.2353675011,84.1644867760,-73.8355384050,8.8612913259,28.0000000000
"0","293",0.2359690752,84.1650883500,-73.8354404130,8.8606977866,28.0000000000
"0","294",0.2364194656,84.1655387400,-73.8351212790,8.8603799739,28.0000000000
"0","295",0.2368592986,84.1659785730,-73.8349574280,8.8599717998,28.0000000000
"0","296",0.2371540566,84.1662733310,-73.8347934700,8.8597268508,28.0000000000
"0","297",0.2374494300,84.1665687050,-73.8345474000,8.8595634647,28.0000000000
"0","298",0.2378583004,84.1669775750,-73.8343014360,8.8592368508,28.0000000000
"0","299",0.2382677933,84.1673870680,-73.8339733620,8.8589917956,28.0000000000
"0","300",0.2388573054,84.1679765800,-73.8336454480,8.8585019009,28.0000000000
"0","301",0.2392045076,87.1679766000,-73.8333994320,8.8582568999,25.0000000000
"0","302",0.2395698924,91.1679766170,-73.8332355300,8.8579303388,29.0000000000
"0","303",0.2399170938,91.1683238180,-73.8329895160,8.8576853369,29.0000000000
"0","304",0.2402118495,91.1686185740,-73.8328255610,8.8574403887,29.0000000000
"0","305",0.2406213420,91.1690280660,-73.8324974880,8.8571953328,29.0000000000
"0","306",0.2409595700,91.1693662940,-73.8321693080,8.8571135036,29.0000000000
"0","307",0.2412543253,91.1696610500,-73.8320053530,8.8568685558,29.0000000000
"0","308",0.2414275285,91.1698342530,-73.8320054670,8.8566953527,29.0000000000
"0","309",0.2418779203,91.1702846450,-73.8316629480,8.8564028916,29.0000000000
"0","310",0.2423777954,91.1707845200,-73.8313097120,8.8560491977,29.0000000000
"0","311",0.2431922941,91.1715990190,-73.8308197620,8.8553985388,29.0000000000
"0","312",0.2437780718,91.1721847960,-73.8303870250,8.8550037296,29.0000000000
"0","313",0.2444545470,91.1728612720,-73.8298234310,8.8546295899,29.0000000000
"0","314",0.2451297051,91.1735364300,-73.8292197990,8.8543271547,29.0000000000
"0","315",0.2455649921,91.1739717170,-73.8288062870,8.8541912038,29.0000000000
"0","316",0.2463097278,93.1739718550,-73.8280722290,8.8540655469,27.0000000000
"0","317",0.2468862918,93.1745484190,-73.8275206270,8.8538977325,27.0000000000
"0","318",0.2477415290,93.1754036570,-73.8267180990,8.8536021328,27.0000000000
"0","319",0.2492488549,93.1769109820,-73.8253318730,8.8530101797,27.0000000000
"0","320",0.2500303931,95.1769111350,-73.8245947870,8.8527503598,29.0000000000
"0","321",0.2503018749,95.1771826170,-73.8243319670,8.8526823296,29.0000000000
"0","322",0.2507229188,95.1776036610,-73.8239122200,8.8526493079,29.0000000000
"0","323",0.2509305371,95.1778112790,-73.8237108810,8.8525986335,29.0000000000
"0","324",0.2511957283,95.1780764700,-73.8234718840,8.8524837129,29.0000000000
"0","325",0.2520342404,95.1789149820,-73.8227576880,8.8520443647,29.0000000000
"0","326",0.2527918279,95.1796725700,-73.8220349750,8.8518171536,29.0000000000
"0","327",0.2536248119,95.1805055540,-73.8212957510,8.8514332137,29.0000000000
"0","328",0.2545969521,97.1805057900,-73.8203731550,8.8511268257,31.0000000000
"0","329",0.2552448249,97.1811536630,-73.8198204120,8.8507888699,31.0000000000
"0","330",0.2564662760,100.1811539100,-73.8188890570,8.8499986035,28.0000000000
"0","331",0.2569467754,100.1816344100,-73.8185016490,8.8497143597,28.0000000000
"0","332",0.2572990287,100.1819866600,-73.8181941830,8.8495424667,28.0000000000
"0","333",0.2583213559,100.1830089900,-73.8172644990,8.8491172129,28.0000000000
"0","334",0.2591982420,102.1830091800,-73.8163877070,8.8491043859,30.0000000000
"0","335",0.2598455284,102.1836564700,-73.8157500650,8.8489930656,30.0000000000
"0","336",0.2604180464,102.1842289900,-73.8152158370,8.8487872076,30.0000000000
"0","337",0.2609485942,102.1847595400,-73.8147799560,8.8484847368,30.0000000000
"0","338",0.2614418698,102.1852528100,-73.8144579370,8.8481110729,30.0000000000
"0","339",0.2618201558,102.1856311000,-73.8142797110,8.8477774027,30.0000000000
"0","340",0.2621099581,102.1859209000,-73.8141769170,8.8475064437,30.0000000000
"0","341",0.2627134898,102.1865244300,-73.8140210590,8.8469233839,30.0000000000
"0","342",0.2645137300,103.1865260500,-73.8136610600,8.8451595059,29.0000000000
"0","343",0.2650416669,103.1870539900,-73.8135000550,8.8446567188,29.0000000000
"0","344",0.2655026822,103.1875150000,-73.8133053450,8.8442388395,29.0000000000
"0","345",0.2659820608,103.1879943800,-73.8130540590,8.8438306006,29.0000000000
"0","346",0.2665134189,103.1885257400,-73.8127361990,8.8434047996,29.0000000000
"0","347",0.2689438046,104.1885286900,-73.8111074100,8.8416009646,28.0000000000
"0","348",0.2695163798,104.1891012700,-73.8107529880,8.8411512675,28.0000000000
"0","349",0.2700257754,104.1896106700,-73.8104724450,8.8407260857,28.0000000000
"0","350",0.2705180413,104.1901029300,-73.8102391160,8.8402926306,28.0000000000
"0","351",0.2710644628,104.1906493500,-73.8100159480,8.8397938597,28.0000000000
"0","352",0.2733517347,104.1929366200,-73.8092378000,8.8376430229,28.0000000000
"0","353",0.2743422217,106.1929368700,-73.8088325610,8.8367392277,26.0000000000
"0","354",0.2751736616,106.1937683100,-73.8083880570,8.8360365839,26.0000000000
"0","355",0.2763241675,110.1937684800,-73.8075993090,8.8351990036,30.0000000000
"0","356",0.2768081851,110.1942524900,-73.8073308740,8.8347962435,30.0000000000
"0","357",0.2772198966,110.1946642000,-73.8072075450,8.8344034379,30.0000000000
"0","358",0.2782208774,110.1956651900,-73.8070471590,8.8334153898,30.0000000000
"0","359",0.2787535712,112.1956652600,-73.8068471140,8.8329216848,28.0000000000
"0","360",0.2791063818,112.1960180700,-73.8066606590,8.8326221688,28.0000000000
"0","361",0.2795067738,112.1964184600,-73.8064162640,8.8323050177,28.0000000000
"0","362",0.2812322439,112.1981439300,-73.8052601140,8.8310241725,28.0000000000
"0","363",0.2816109516,112.1985226400,-73.8050384550,8.8307171109,28.0000000000
"0","364",0.2819514119,112.1988631000,-73.8048694550,8.8304215568,28.0000000000
"0","365",0.2826347838,112.1995464700,-73.8046328650,8.8297804465,28.0000000000
"0","366",0.2841844952,114.1995470700,-73.8042720480,8.8282733247,26.0000000000
"0","367",0.2848293875,117.1995471400,-73.8040281730,8.8276763228,29.0000000000
"0","368",0.2851543580,117.1998721100,-73.8038528760,8.8274026867,29.0000000000
"0","369",0.2855222625,117.2002400100,-73.8036169780,8.8271203646,29.0000000000
"0","370",0.2867914075,117.2015091600,-73.8026993310,8.8262436356,29.0000000000
"0","371",0.2873640085,117.2020817600,-73.8023196230,8.8258150405,29.0000000000
"0","372",0.2879395091,117.2026572600,-73.8020311820,8.8253170419,29.0000000000
"0","373",0.2887618690,120.2026573700,-73.8017470270,8.8245453349,26.0000000000
"0","374",0.2890248052,120.2029203100,-73.8015136630,8.8244241876,26.0000000000
"0","375",0.2893984078,120.2032939100,-73.8012260940,8.8241856855,26.0000000000
"0","376",0.2908887672,120.2047842700,-73.8002035510,8.8231014457,26.0000000000
"0","377",0.2914074600,124.2047843000,-73.7998292590,8.8227423526,30.0000000000
"0","378",0.2918175371,124.2051943800,-73.7995052550,8.8224909868,30.0000000000
"0","379",0.2930168186,124.2063936600,-73.7985138110,8.8218162167,30.0000000000
"0","380",0.2933466571,124.2067235000,-73.7982667470,8.8215976927,30.0000000000
"0","381",0.2938240406,124.2072008800,-73.7979436590,8.8212462538,30.0000000000
"0","382",0.2944514190,127.2072009500,-73.7975622710,8.8207481106,27.0000000000
"0","383",0.2949938389,127.2077433700,-73.7972983100,8.8202742499,27.0000000000
"0","384",0.2953398396,127.2080893700,-73.7971830830,8.8199479996,27.0000000000
"0","385",0.2960130834,127.2087626100,-73.7970736230,8.8192837137,27.0000000000
"0","386",0.2963800126,127.2091295400,-73.7969200560,8.8189504658,27.0000000000
"0","387",0.2975168620,127.2102663900,-73.7962324500,8.8180451346,27.0000000000
